Food_Item,Calories,Protein_g,Carbs_g,Fat_g,Rasa,Virya,Vipaka,Vata_Recommendation,Pitta_Recommendation,Kapha_Recommendation,Regional_Cuisine,Health_Conditions
Dum Aloo,474,20.15,79.4,3.55,Amla (Sour),Shita (Cold),Amla (Sour),Favor,Favor,Favor,East Indian,['Diabetes']
Medu Vada,273,39.46,28.99,4.25,Amla (Sour),Shita (Cold),Amla (Sour),Neutral,Avoid,Favor,West Indian,"['Skin_Health', 'Heart_Health', 'Stress']"
Khichdi,128,11.13,50.34,20.8,Katu (Pungent),Shita (Cold),Amla (Sour),Favor,Avoid,Favor,North Indian,"['Skin_Health', 'Stress', 'Joint_Pain']"
Zucchini,372,2.44,48.07,31.31,Katu (Pungent),Ushna (Hot),Amla (Sour),Favor,Avoid,Avoid,East Indian,['Immunity']
Tempeh,251,19.29,17.49,11.77,Tikta (Bitter),Shita (Cold),Katu (Pungent),Favor,Avoid,Favor,North Indian,['Weight_Loss']
Sugar,531,25.72,28.69,23.21,Katu (Pungent),Ushna (Hot),Madhura (Sweet),Favor,Favor,Favor,South Indian,"['Stress', 'Weight_Loss']"
Moong Dal,541,25.87,76.11,19.08,Kashaya (Astringent),Shita (Cold),Madhura (Sweet),Favor,Favor,Favor,North Indian,['Weight_Loss']
Sesame Oil,451,24.36,33.4,26.37,Katu (Pungent),Shita (Cold),Katu (Pungent),Avoid,Avoid,Avoid,North Indian,['Joint_Pain']
Amla Juice,129,25.41,33.28,20.0,Katu (Pungent),Ushna (Hot),Amla (Sour),Avoid,Avoid,Favor,North Indian,['Acidity']
Brazil Nut,320,25.16,65.85,8.58,Katu (Pungent),Ushna (Hot),Katu (Pungent),Avoid,Favor,Neutral,North Indian,"['Skin_Health', 'Diabetes']"
Dum Aloo,115,31.7,33.22,15.43,Kashaya (Astringent),Ushna (Hot),Katu (Pungent),Favor,Favor,Favor,West Indian,['Hair_Growth']
Shahi Tukda,436,38.44,50.65,7.85,Kashaya (Astringent),Ushna (Hot),Amla (Sour),Favor,Favor,Favor,East Indian,"['Skin_Health', 'Diabetes']"
Carrot,233,5.79,37.87,19.93,Tikta (Bitter),Shita (Cold),Katu (Pungent),Neutral,Avoid,Avoid,South Indian,['Weight_Gain']
Sesame Seeds,174,7.7,26.84,20.51,Tikta (Bitter),Shita (Cold),Amla (Sour),Favor,Avoid,Favor,West Indian,['Digestion']
Green Chilli,75,15.41,68.78,24.98,Kashaya (Astringent),Shita (Cold),Amla (Sour),Favor,Favor,Neutral,North Indian,"['Skin_Health', 'Weight_Loss']"
Edamame,490,16.33,16.92,20.73,Katu (Pungent),Shita (Cold),Madhura (Sweet),Favor,Avoid,Neutral,East Indian,['Diabetes']
Barley,319,10.12,31.19,6.52,Madhura (Sweet),Shita (Cold),Madhura (Sweet),Avoid,Avoid,Favor,North Indian,"['Digestion', 'Heart_Health']"
Walnut,289,13.19,62.57,14.63,Lavana (Salty),Shita (Cold),Madhura (Sweet),Avoid,Favor,Avoid,South Indian,['Immunity']
Cranberry,331,36.88,21.93,4.64,Kashaya (Astringent),Shita (Cold),Madhura (Sweet),Avoid,Avoid,Favor,West Indian,"['Skin_Health', 'Diabetes']"
Onion Bhaji,479,22.61,19.92,3.43,Tikta (Bitter),Shita (Cold),Katu (Pungent),Favor,Favor,Avoid,East Indian,['General_Wellness']
Roti,453,21.11,19.0,24.12,Katu (Pungent),Shita (Cold),Amla (Sour),Favor,Avoid,Avoid,East Indian,['General_Wellness']
Jaggery,102,24.88,7.41,1.63,Tikta (Bitter),Shita (Cold),Katu (Pungent),Avoid,Avoid,Neutral,East Indian,['Joint_Pain']
Almond,89,32.52,25.49,28.81,Katu (Pungent),Ushna (Hot),Katu (Pungent),Favor,Avoid,Favor,North Indian,['General_Wellness']
Dahi Puri,327,33.86,57.64,11.88,Katu (Pungent),Shita (Cold),Madhura (Sweet),Favor,Avoid,Favor,North Indian,"['Immunity', 'Skin_Health']"
Dal Makhani,310,38.55,23.1,26.79,Tikta (Bitter),Shita (Cold),Amla (Sour),Avoid,Avoid,Favor,East Indian,"['General_Wellness', 'Skin_Health', 'Immunity']"
Carrot,121,37.92,10.77,33.74,Kashaya (Astringent),Shita (Cold),Madhura (Sweet),Favor,Avoid,Favor,North Indian,['Digestion']
Maple Syrup,366,13.37,19.21,3.16,Kashaya (Astringent),Shita (Cold),Katu (Pungent),Avoid,Avoid,Avoid,East Indian,['Hair_Growth']
Bajra Roti,59,22.3,44.46,13.18,Madhura (Sweet),Shita (Cold),Madhura (Sweet),Favor,Favor,Avoid,North Indian,['General_Wellness']
Jalebi,522,28.88,78.04,12.32,Katu (Pungent),Shita (Cold),Amla (Sour),Favor,Favor,Favor,West Indian,"['General_Wellness', 'Immunity']"
Bhel Puri,288,2.85,67.52,2.42,Kashaya (Astringent),Shita (Cold),Amla (Sour),Avoid,Favor,Favor,South Indian,"['Heart_Health', 'Hair_Growth', 'Acidity']"
Cranberry,570,38.94,8.27,3.74,Amla (Sour),Shita (Cold),Madhura (Sweet),Favor,Avoid,Favor,North Indian,"['Weight_Gain', 'Heart_Health', 'Skin_Health']"
Mushroom,316,5.06,49.11,1.09,Madhura (Sweet),Shita (Cold),Katu (Pungent),Avoid,Favor,Avoid,West Indian,"['Skin_Health', 'Diabetes', 'Immunity']"
Karela Juice,232,17.42,20.92,22.2,Kashaya (Astringent),Ushna (Hot),Madhura (Sweet),Favor,Neutral,Avoid,North Indian,"['General_Wellness', 'Weight_Loss']"
Artichoke,258,12.25,78.86,2.98,Amla (Sour),Ushna (Hot),Madhura (Sweet),Avoid,Avoid,Avoid,East Indian,['Weight_Gain']
Asafoetida,386,18.24,23.76,25.17,Katu (Pungent),Shita (Cold),Madhura (Sweet),Favor,Avoid,Avoid,East Indian,"['Immunity', 'Heart_Health']"
Bajra,396,36.4,34.66,19.96,Amla (Sour),Shita (Cold),Amla (Sour),Neutral,Favor,Favor,East Indian,"['Digestion', 'Diabetes']"
Mustard Seeds,323,27.03,74.52,10.16,Lavana (Salty),Shita (Cold),Katu (Pungent),Favor,Favor,Favor,North Indian,['Heart_Health']
Cod,171,12.71,52.94,7.38,Katu (Pungent),Ushna (Hot),Amla (Sour),Avoid,Avoid,Favor,West Indian,"['Weight_Gain', 'Joint_Pain']"
Tandoori Chicken,507,26.98,78.27,2.47,Katu (Pungent),Shita (Cold),Madhura (Sweet),Favor,Neutral,Avoid,West Indian,"['Diabetes', 'Joint_Pain']"
Khichdi,521,29.45,50.02,17.99,Katu (Pungent),Shita (Cold),Amla (Sour),Avoid,Favor,Favor,North Indian,['Hair_Growth']
Vada Pav,431,22.54,29.1,19.39,Lavana (Salty),Shita (Cold),Amla (Sour),Favor,Avoid,Favor,West Indian,"['Joint_Pain', 'Weight_Gain']"
Puran Poli,204,16.9,7.44,12.89,Tikta (Bitter),Shita (Cold),Madhura (Sweet),Avoid,Avoid,Favor,South Indian,['Immunity']
Cauliflower,222,37.47,9.07,5.77,Madhura (Sweet),Ushna (Hot),Katu (Pungent),Favor,Avoid,Avoid,North Indian,"['Immunity', 'Skin_Health']"
Rasgulla,274,8.78,48.9,19.37,Tikta (Bitter),Ushna (Hot),Katu (Pungent),Favor,Avoid,Avoid,South Indian,"['Immunity', 'Diabetes']"
Garlic,378,31.5,51.81,19.79,Katu (Pungent),Shita (Cold),Katu (Pungent),Avoid,Avoid,Avoid,North Indian,"['Weight_Loss', 'Heart_Health', 'Stress']"
Couscous,369,14.29,46.65,8.61,Kashaya (Astringent),Ushna (Hot),Amla (Sour),Neutral,Favor,Favor,West Indian,"['Acidity', 'Diabetes']"
Kale,175,32.9,14.66,32.44,Kashaya (Astringent),Shita (Cold),Katu (Pungent),Favor,Neutral,Favor,North Indian,"['Immunity', 'Skin_Health']"
Onion,336,26.13,19.29,20.44,Amla (Sour),Shita (Cold),Amla (Sour),Favor,Avoid,Favor,East Indian,"['Weight_Gain', 'Digestion', 'General_Wellness']"
Vegetable Korma,313,22.58,66.0,13.37,Tikta (Bitter),Ushna (Hot),Madhura (Sweet),Favor,Favor,Avoid,North Indian,['Hair_Growth']
Shahi Tukda,510,3.5,18.31,10.62,Tikta (Bitter),Shita (Cold),Amla (Sour),Avoid,Favor,Favor,West Indian,['Acidity']
Coffee,577,7.45,31.59,23.45,Tikta (Bitter),Ushna (Hot),Katu (Pungent),Avoid,Avoid,Avoid,West Indian,"['Skin_Health', 'Heart_Health']"
Yogurt,139,22.62,68.84,12.02,Katu (Pungent),Ushna (Hot),Madhura (Sweet),Neutral,Favor,Avoid,South Indian,['Skin_Health']
Turmeric,497,22.1,25.9,28.95,Amla (Sour),Shita (Cold),Madhura (Sweet),Avoid,Avoid,Favor,West Indian,['Heart_Health']
Naan,278,21.37,29.33,11.67,Madhura (Sweet),Shita (Cold),Katu (Pungent),Avoid,Favor,Favor,East Indian,"['Digestion', 'General_Wellness']"
Neem,148,19.78,13.98,29.33,Madhura (Sweet),Shita (Cold),Katu (Pungent),Favor,Favor,Avoid,East Indian,"['Immunity', 'Skin_Health', 'Weight_Loss']"
Cardamom,299,35.36,35.72,14.94,Kashaya (Astringent),Shita (Cold),Katu (Pungent),Favor,Favor,Favor,North Indian,"['General_Wellness', 'Immunity']"
Turmeric,306,17.81,26.55,19.14,Amla (Sour),Ushna (Hot),Madhura (Sweet),Favor,Favor,Favor,East Indian,['Weight_Gain']
White Rice,301,6.55,40.35,23.56,Tikta (Bitter),Ushna (Hot),Madhura (Sweet),Favor,Favor,Avoid,East Indian,"['Weight_Loss', 'Heart_Health', 'Skin_Health']"
Chole Kulche,188,13.12,56.67,0.51,Amla (Sour),Ushna (Hot),Madhura (Sweet),Neutral,Avoid,Neutral,East Indian,"['Weight_Loss', 'Weight_Gain']"
Sunflower Oil,76,17.63,31.34,19.04,Amla (Sour),Ushna (Hot),Madhura (Sweet),Favor,Favor,Favor,West Indian,['Stress']
Persimmon,437,12.37,66.83,31.29,Amla (Sour),Ushna (Hot),Amla (Sour),Avoid,Favor,Favor,North Indian,['Skin_Health']
Gajar ka Halwa,222,28.65,70.15,3.98,Amla (Sour),Ushna (Hot),Amla (Sour),Neutral,Favor,Avoid,North Indian,['Skin_Health']
Thepla,229,24.73,58.28,18.61,Amla (Sour),Shita (Cold),Madhura (Sweet),Favor,Favor,Avoid,South Indian,"['Weight_Loss', 'Acidity']"
Couscous,416,39.71,7.22,23.27,Kashaya (Astringent),Shita (Cold),Katu (Pungent),Favor,Favor,Avoid,South Indian,['Hair_Growth']
Gajar ka Halwa,338,38.35,6.13,2.54,Tikta (Bitter),Shita (Cold),Madhura (Sweet),Avoid,Avoid,Favor,West Indian,['Skin_Health']
Chicken Tikka Masala,202,39.48,16.51,1.67,Tikta (Bitter),Shita (Cold),Amla (Sour),Favor,Favor,Favor,West Indian,"['Digestion', 'Stress', 'General_Wellness']"
Coconut Water,590,34.03,35.5,26.24,Kashaya (Astringent),Shita (Cold),Katu (Pungent),Avoid,Avoid,Avoid,East Indian,"['Immunity', 'General_Wellness']"
Black Salt,240,30.13,26.24,20.19,Madhura (Sweet),Ushna (Hot),Katu (Pungent),Avoid,Favor,Avoid,North Indian,['General_Wellness']
Cloves,499,26.5,14.77,30.19,Lavana (Salty),Ushna (Hot),Madhura (Sweet),Avoid,Favor,Avoid,South Indian,"['Weight_Gain', 'Stress', 'Hair_Growth']"
Peanut,316,14.17,63.83,2.33,Tikta (Bitter),Ushna (Hot),Amla (Sour),Avoid,Neutral,Favor,West Indian,['Diabetes']
Gulab Jamun,396,33.74,58.34,9.5,Lavana (Salty),Shita (Cold),Katu (Pungent),Favor,Favor,Avoid,South Indian,['Diabetes']
Watermelon,593,7.59,78.24,7.91,Lavana (Salty),Ushna (Hot),Katu (Pungent),Neutral,Avoid,Favor,East Indian,"['General_Wellness', 'Stress', 'Joint_Pain']"
Buckwheat,597,37.66,8.05,1.01,Amla (Sour),Ushna (Hot),Amla (Sour),Avoid,Favor,Favor,East Indian,"['Weight_Gain', 'Diabetes']"
Biryani,297,14.19,14.13,29.12,Katu (Pungent),Ushna (Hot),Amla (Sour),Favor,Avoid,Favor,North Indian,"['General_Wellness', 'Heart_Health', 'Weight_Gain']"
Cloves,517,22.79,55.91,2.33,Madhura (Sweet),Shita (Cold),Madhura (Sweet),Neutral,Favor,Avoid,South Indian,"['Weight_Loss', 'General_Wellness', 'Diabetes']"
Samosa,443,29.75,59.04,13.13,Madhura (Sweet),Ushna (Hot),Katu (Pungent),Favor,Favor,Favor,East Indian,['Hair_Growth']
Dosa,396,18.87,64.18,17.48,Tikta (Bitter),Ushna (Hot),Amla (Sour),Avoid,Avoid,Avoid,North Indian,['Weight_Gain']
Wheatgrass Juice,521,13.56,53.26,15.42,Tikta (Bitter),Shita (Cold),Madhura (Sweet),Favor,Avoid,Favor,East Indian,['Acidity']
Triphala,88,10.57,49.85,4.81,Tikta (Bitter),Shita (Cold),Katu (Pungent),Favor,Favor,Favor,North Indian,['Weight_Gain']
Curry Leaves,452,29.73,6.02,32.85,Lavana (Salty),Shita (Cold),Madhura (Sweet),Avoid,Avoid,Favor,West Indian,['Heart_Health']
Raj Kachori,557,37.13,48.16,22.5,Amla (Sour),Shita (Cold),Madhura (Sweet),Favor,Favor,Favor,East Indian,"['Skin_Health', 'Joint_Pain', 'Weight_Gain']"
Cloves,196,34.69,35.97,21.62,Lavana (Salty),Shita (Cold),Amla (Sour),Neutral,Avoid,Avoid,North Indian,"['Hair_Growth', 'Immunity']"
Spinach,566,35.13,74.16,22.12,Katu (Pungent),Ushna (Hot),Amla (Sour),Avoid,Neutral,Favor,South Indian,"['General_Wellness', 'Hair_Growth', 'Weight_Loss']"
Turmeric,345,36.53,35.83,29.82,Tikta (Bitter),Ushna (Hot),Madhura (Sweet),Favor,Favor,Neutral,East Indian,"['Heart_Health', 'Diabetes', 'Digestion']"
Pickle,87,37.75,47.93,3.91,Kashaya (Astringent),Shita (Cold),Katu (Pungent),Neutral,Avoid,Favor,South Indian,"['Stress', 'Heart_Health']"
Pakora,535,24.16,48.27,3.16,Kashaya (Astringent),Ushna (Hot),Madhura (Sweet),Avoid,Favor,Avoid,North Indian,"['Joint_Pain', 'Digestion']"
Buttermilk,296,17.27,67.85,17.14,Lavana (Salty),Shita (Cold),Katu (Pungent),Avoid,Neutral,Favor,South Indian,['Weight_Gain']
Bitter Gourd,589,24.84,43.87,6.32,Lavana (Salty),Ushna (Hot),Katu (Pungent),Avoid,Favor,Favor,South Indian,"['Stress', 'General_Wellness', 'Skin_Health']"
Cucumber,65,27.62,53.5,4.0,Katu (Pungent),Shita (Cold),Katu (Pungent),Avoid,Avoid,Avoid,East Indian,"['Immunity', 'Diabetes']"
Pumpkin,100,33.5,5.23,22.74,Madhura (Sweet),Shita (Cold),Katu (Pungent),Neutral,Favor,Favor,North Indian,"['Heart_Health', 'Joint_Pain', 'Skin_Health']"
Puri Bhaji,213,6.17,10.61,13.4,Lavana (Salty),Shita (Cold),Amla (Sour),Avoid,Avoid,Avoid,West Indian,"['Digestion', 'Hair_Growth']"
Fish Curry,541,4.76,39.34,6.07,Katu (Pungent),Ushna (Hot),Katu (Pungent),Favor,Neutral,Favor,South Indian,"['Skin_Health', 'Hair_Growth']"
Peach,379,11.93,29.25,29.9,Madhura (Sweet),Ushna (Hot),Katu (Pungent),Neutral,Favor,Favor,West Indian,['Diabetes']
Coffee,504,35.3,55.91,10.16,Tikta (Bitter),Ushna (Hot),Madhura (Sweet),Favor,Avoid,Avoid,East Indian,"['Acidity', 'Stress']"
Triphala,102,34.84,62.53,23.99,Katu (Pungent),Ushna (Hot),Madhura (Sweet),Favor,Favor,Favor,North Indian,"['Weight_Loss', 'Weight_Gain', 'Skin_Health']"
Lamb,284,17.86,73.6,14.57,Katu (Pungent),Ushna (Hot),Madhura (Sweet),Favor,Favor,Favor,North Indian,['Skin_Health']
Baingan Bharta,439,18.86,52.41,19.63,Lavana (Salty),Ushna (Hot),Katu (Pungent),Neutral,Avoid,Avoid,West Indian,"['Stress', 'Weight_Loss']"
Gulab Jamun,318,38.81,24.11,34.74,Tikta (Bitter),Ushna (Hot),Madhura (Sweet),Favor,Avoid,Favor,East Indian,"['Skin_Health', 'Weight_Gain']"
Curry Leaves,444,5.44,16.77,21.37,Kashaya (Astringent),Ushna (Hot),Amla (Sour),Avoid,Avoid,Avoid,West Indian,['Heart_Health']
Walnut,520,30.22,18.17,9.98,Kashaya (Astringent),Shita (Cold),Madhura (Sweet),Favor,Favor,Favor,North Indian,['Weight_Loss']
Nectarine,407,23.96,68.55,29.02,Katu (Pungent),Shita (Cold),Madhura (Sweet),Favor,Favor,Avoid,West Indian,['Skin_Health']
Sugar,455,15.48,57.16,6.84,Tikta (Bitter),Shita (Cold),Katu (Pungent),Avoid,Avoid,Favor,South Indian,['Digestion']
Uttapam,479,16.69,14.16,23.97,Lavana (Salty),Shita (Cold),Madhura (Sweet),Favor,Favor,Avoid,South Indian,"['Immunity', 'Digestion']"
Naan,374,14.42,11.45,13.46,Lavana (Salty),Ushna (Hot),Madhura (Sweet),Favor,Favor,Avoid,South Indian,['Weight_Gain']
Goat Cheese,195,25.39,58.63,24.14,Kashaya (Astringent),Shita (Cold),Amla (Sour),Favor,Avoid,Favor,West Indian,"['Joint_Pain', 'Skin_Health']"
Pongal,592,10.13,63.0,11.55,Kashaya (Astringent),Shita (Cold),Katu (Pungent),Favor,Neutral,Avoid,South Indian,"['Weight_Gain', 'Skin_Health']"
Tuna,378,21.46,29.56,12.08,Lavana (Salty),Shita (Cold),Katu (Pungent),Avoid,Avoid,Avoid,West Indian,['Stress']
Coconut Burfi,292,32.47,47.08,2.7,Tikta (Bitter),Shita (Cold),Amla (Sour),Avoid,Favor,Favor,South Indian,"['Heart_Health', 'Weight_Loss', 'Stress']"
Chia Seeds,67,23.33,24.54,14.34,Kashaya (Astringent),Ushna (Hot),Katu (Pungent),Favor,Avoid,Avoid,South Indian,"['Heart_Health', 'Diabetes', 'Hair_Growth']"
Rasmalai,221,12.1,55.05,32.39,Amla (Sour),Ushna (Hot),Madhura (Sweet),Favor,Avoid,Avoid,East Indian,['General_Wellness']
Spinach,95,5.81,50.14,22.87,Madhura (Sweet),Ushna (Hot),Katu (Pungent),Avoid,Favor,Favor,West Indian,['Acidity']
Pakora,558,35.82,76.41,32.94,Tikta (Bitter),Ushna (Hot),Amla (Sour),Neutral,Favor,Neutral,East Indian,"['Joint_Pain', 'Digestion', 'Immunity']"
Paneer,440,34.46,64.06,29.74,Katu (Pungent),Shita (Cold),Katu (Pungent),Avoid,Avoid,Favor,East Indian,"['Weight_Loss', 'Stress']"
Mutton Curry,229,23.79,77.13,30.19,Madhura (Sweet),Ushna (Hot),Madhura (Sweet),Favor,Favor,Avoid,West Indian,['Weight_Loss']
Olive Oil,406,8.92,30.75,6.7,Madhura (Sweet),Ushna (Hot),Katu (Pungent),Avoid,Favor,Favor,North Indian,"['Stress', 'Diabetes']"
Chia Seeds,287,31.38,73.24,15.37,Amla (Sour),Shita (Cold),Madhura (Sweet),Favor,Avoid,Favor,South Indian,['General_Wellness']
Asafoetida,177,26.82,27.14,28.86,Katu (Pungent),Shita (Cold),Madhura (Sweet),Avoid,Avoid,Avoid,West Indian,"['Digestion', 'Weight_Gain', 'Hair_Growth']"
Chhole Bhature,156,29.39,45.5,28.96,Amla (Sour),Ushna (Hot),Katu (Pungent),Favor,Avoid,Favor,South Indian,"['Joint_Pain', 'Diabetes', 'Digestion']"
Masala Dosa,208,7.76,52.94,17.34,Madhura (Sweet),Ushna (Hot),Amla (Sour),Favor,Favor,Avoid,North Indian,"['Stress', 'Digestion', 'Immunity']"
Idli,315,12.92,22.52,12.36,Kashaya (Astringent),Ushna (Hot),Katu (Pungent),Favor,Favor,Favor,West Indian,"['General_Wellness', 'Digestion', 'Acidity']"
Walnut,418,18.85,66.4,9.06,Tikta (Bitter),Shita (Cold),Madhura (Sweet),Favor,Favor,Favor,West Indian,['Stress']
Handvo,518,39.98,26.89,5.93,Amla (Sour),Ushna (Hot),Amla (Sour),Favor,Avoid,Avoid,South Indian,"['Immunity', 'Digestion', 'Joint_Pain']"
Dal Makhani,407,37.6,54.5,0.75,Madhura (Sweet),Shita (Cold),Madhura (Sweet),Avoid,Neutral,Favor,North Indian,['Joint_Pain']
Tea,327,23.15,39.16,31.22,Katu (Pungent),Ushna (Hot),Amla (Sour),Avoid,Favor,Favor,West Indian,"['Diabetes', 'Digestion']"
Barley,501,6.05,66.61,7.82,Tikta (Bitter),Shita (Cold),Madhura (Sweet),Favor,Avoid,Favor,North Indian,['Weight_Gain']
Idli,485,16.34,18.48,17.59,Tikta (Bitter),Ushna (Hot),Amla (Sour),Avoid,Neutral,Favor,South Indian,"['Weight_Gain', 'Heart_Health']"
Mace,598,28.25,51.46,29.18,Madhura (Sweet),Ushna (Hot),Amla (Sour),Favor,Avoid,Avoid,West Indian,['Joint_Pain']
Avial,157,4.53,6.67,15.57,Madhura (Sweet),Shita (Cold),Madhura (Sweet),Favor,Favor,Avoid,East Indian,['Skin_Health']
Dosa,267,20.45,28.93,23.83,Lavana (Salty),Ushna (Hot),Madhura (Sweet),Neutral,Avoid,Neutral,East Indian,"['Immunity', 'Acidity', 'General_Wellness']"
Brussels Sprouts,504,4.99,67.29,26.69,Lavana (Salty),Ushna (Hot),Amla (Sour),Avoid,Favor,Avoid,South Indian,"['Weight_Gain', 'Immunity']"
Fig,307,16.04,9.28,27.43,Lavana (Salty),Shita (Cold),Amla (Sour),Favor,Favor,Favor,North Indian,"['Heart_Health', 'Diabetes', 'Weight_Gain']"
Asparagus,322,8.35,56.22,26.61,Kashaya (Astringent),Shita (Cold),Katu (Pungent),Neutral,Avoid,Favor,East Indian,"['Skin_Health', 'Joint_Pain']"
Naan,55,10.9,38.16,29.21,Kashaya (Astringent),Shita (Cold),Madhura (Sweet),Favor,Neutral,Avoid,South Indian,['General_Wellness']
Brazil Nut,277,33.3,9.95,2.63,Amla (Sour),Ushna (Hot),Madhura (Sweet),Avoid,Favor,Avoid,North Indian,['Acidity']
Soybeans,355,16.3,50.87,6.29,Tikta (Bitter),Shita (Cold),Katu (Pungent),Neutral,Favor,Favor,East Indian,"['Immunity', 'General_Wellness']"
Cloves,555,16.37,23.96,31.95,Amla (Sour),Shita (Cold),Amla (Sour),Neutral,Favor,Avoid,East Indian,"['Joint_Pain', 'General_Wellness']"
Apricot,137,17.92,12.77,15.79,Kashaya (Astringent),Shita (Cold),Madhura (Sweet),Avoid,Avoid,Favor,West Indian,"['Stress', 'Diabetes']"
Bhindi Masala,248,5.57,5.9,28.6,Katu (Pungent),Shita (Cold),Amla (Sour),Avoid,Avoid,Avoid,East Indian,"['Hair_Growth', 'Heart_Health', 'Skin_Health']"
Coconut,416,33.1,65.81,17.59,Lavana (Salty),Shita (Cold),Katu (Pungent),Avoid,Favor,Favor,North Indian,"['Diabetes', 'Acidity']"
Naan,599,28.66,62.68,17.93,Lavana (Salty),Shita (Cold),Katu (Pungent),Neutral,Avoid,Avoid,West Indian,"['Skin_Health', 'Digestion', 'Weight_Gain']"
Triphala,252,23.01,28.36,31.8,Tikta (Bitter),Shita (Cold),Amla (Sour),Avoid,Favor,Avoid,South Indian,['Weight_Loss']
Brazil Nut,302,2.82,55.47,21.49,Kashaya (Astringent),Shita (Cold),Amla (Sour),Favor,Favor,Favor,South Indian,"['Hair_Growth', 'Skin_Health']"
Buttermilk,335,28.6,67.76,9.94,Madhura (Sweet),Ushna (Hot),Katu (Pungent),Neutral,Avoid,Avoid,East Indian,"['Stress', 'Weight_Loss', 'Acidity']"
Chaas,548,35.49,18.72,3.22,Tikta (Bitter),Shita (Cold),Amla (Sour),Avoid,Favor,Favor,North Indian,"['General_Wellness', 'Weight_Gain', 'Joint_Pain']"
Kheer,250,30.44,30.17,13.9,Lavana (Salty),Ushna (Hot),Madhura (Sweet),Avoid,Favor,Neutral,South Indian,"['Digestion', 'Stress', 'Weight_Loss']"
Apricot,263,8.2,46.91,19.67,Tikta (Bitter),Shita (Cold),Madhura (Sweet),Avoid,Favor,Avoid,East Indian,"['Skin_Health', 'Immunity']"
Chicken,389,10.44,36.9,27.21,Katu (Pungent),Shita (Cold),Madhura (Sweet),Favor,Favor,Avoid,South Indian,"['Weight_Loss', 'General_Wellness', 'Joint_Pain']"
Bok Choy,451,24.83,20.01,28.63,Amla (Sour),Shita (Cold),Amla (Sour),Neutral,Avoid,Favor,North Indian,"['Stress', 'Acidity']"
Chicken,241,31.21,78.79,16.94,Amla (Sour),Ushna (Hot),Amla (Sour),Neutral,Favor,Avoid,South Indian,"['Immunity', 'Hair_Growth', 'Skin_Health']"
Jowar Roti,488,38.69,5.32,28.74,Lavana (Salty),Shita (Cold),Madhura (Sweet),Avoid,Favor,Favor,West Indian,['Stress']
Watermelon,109,38.08,46.53,12.35,Kashaya (Astringent),Ushna (Hot),Amla (Sour),Favor,Avoid,Favor,North Indian,['Immunity']
Karela Juice,563,16.46,70.15,25.67,Tikta (Bitter),Ushna (Hot),Madhura (Sweet),Neutral,Favor,Favor,East Indian,"['Joint_Pain', 'Stress', 'Heart_Health']"
Mustard Seeds,382,39.59,19.63,28.29,Kashaya (Astringent),Shita (Cold),Katu (Pungent),Favor,Neutral,Favor,West Indian,"['Hair_Growth', 'Immunity', 'Heart_Health']"
Pomegranate,377,30.71,13.29,32.05,Katu (Pungent),Ushna (Hot),Katu (Pungent),Avoid,Avoid,Neutral,North Indian,"['General_Wellness', 'Skin_Health']"
Banana,576,3.62,24.34,12.63,Lavana (Salty),Ushna (Hot),Amla (Sour),Favor,Avoid,Favor,West Indian,['Joint_Pain']
Aloo Gobi,74,21.33,23.89,31.65,Madhura (Sweet),Ushna (Hot),Katu (Pungent),Avoid,Favor,Favor,West Indian,"['Weight_Loss', 'Immunity']"
Moong Dal,470,35.31,64.33,1.27,Amla (Sour),Ushna (Hot),Amla (Sour),Avoid,Favor,Avoid,West Indian,"['Digestion', 'Skin_Health']"
Dal Tadka,396,28.45,18.68,14.7,Amla (Sour),Shita (Cold),Madhura (Sweet),Favor,Neutral,Avoid,East Indian,"['Immunity', 'Weight_Gain', 'Digestion']"
Bay Leaf,378,19.37,77.69,1.61,Tikta (Bitter),Shita (Cold),Amla (Sour),Favor,Avoid,Favor,North Indian,"['Weight_Gain', 'Digestion']"
Basmati Rice,344,37.47,51.91,20.55,Madhura (Sweet),Ushna (Hot),Amla (Sour),Avoid,Favor,Favor,West Indian,['General_Wellness']
Palak Paneer,207,38.65,12.1,27.03,Lavana (Salty),Shita (Cold),Madhura (Sweet),Avoid,Favor,Avoid,West Indian,"['Digestion', 'Joint_Pain']"
Pumpkin Seeds,317,35.5,74.71,26.49,Kashaya (Astringent),Ushna (Hot),Katu (Pungent),Avoid,Neutral,Favor,East Indian,"['Acidity', 'Immunity']"
Biryani,521,21.17,7.52,22.76,Lavana (Salty),Shita (Cold),Madhura (Sweet),Favor,Favor,Avoid,South Indian,['Immunity']
Puri Bhaji,194,36.65,35.2,22.38,Lavana (Salty),Shita (Cold),Amla (Sour),Avoid,Avoid,Favor,East Indian,['Weight_Gain']
Saffron,395,10.72,44.09,4.32,Madhura (Sweet),Ushna (Hot),Amla (Sour),Favor,Favor,Neutral,South Indian,"['Weight_Loss', 'Acidity', 'General_Wellness']"
Crab,447,9.5,53.67,14.08,Tikta (Bitter),Ushna (Hot),Madhura (Sweet),Favor,Favor,Favor,West Indian,"['Diabetes', 'Immunity', 'General_Wellness']"
Pongal,129,23.86,15.13,19.39,Amla (Sour),Shita (Cold),Katu (Pungent),Avoid,Avoid,Avoid,West Indian,['Stress']
